,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
64,986521-nzoth-priest,crystalline oracle,crystalline oracle,northshire cleric,northshire cleric,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,gilded gargoyle,gilded gargoyle,mirage caller,mirage caller,shadow word death,shadow word death,shifting shade,shifting shade,tortollan shellraiser,tortollan shellraiser,lyra the sunshard,dragonfire potion,dragonfire potion,obsidian statue,obsidian statue,carnivorous cube,carnivorous cube,nzoth the corruptor
65,986516-k-c-big-priest,pint size potion,pint size potion,potion of madness,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,psychic scream,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
66,986337-big-spell-priest-v1,northshire cleric,northshire cleric,twilight acolyte,twilight acolyte,duskbreaker,duskbreaker,drakonid operative,drakonid operative,dragonfire potion,psychic scream,psychic scream,free from amber,free from amber,mind control,doomsayer,doomsayer,netherspite historian,netherspite historian,tar creeper,tar creeper,twilight drake,twilight drake,arcane tyrant,arcane tyrant,book wyrm,book wyrm,spiteful summoner,spiteful summoner,grand archivist,medivh the guardian
67,986230-big-priest,silence,pint size potion,potion of madness,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,free from amber,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
68,985779-drakkari-big-dragon-priest,inner fire,northshire cleric,northshire cleric,power word shield,power word shield,divine spirit,shadow ascendant,shadow ascendant,shadow visions,shadow visions,kabal talonpriest,kabal talonpriest,shadow essence,shadow essence,drakkari enchanter,drakkari enchanter,barnes,meat wagon,meat wagon,cobalt scalebane,cobalt scalebane,hogger,primordial drake,primordial drake,the lich king,dragonhatcher,dragonhatcher,ysera,deathwing,deathwing dragonlord
69,985762-dragonhatcher-big-priest,silence,inner fire,inner fire,northshire cleric,northshire cleric,power word shield,power word shield,divine spirit,divine spirit,shadow visions,shadow visions,shadow word pain,shadow word death,twilight acolyte,dragonfire potion,shadow essence,shadow essence,barnes,meat wagon,meat wagon,cobalt scalebane,cobalt scalebane,primordial drake,primordial drake,alexstrasza,dragonhatcher,dragonhatcher,ysera,deathwing,deathwing dragonlord
70,985506-kobolds-big-priest,silence,pint size potion,pint size potion,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,mass dispel,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,psychic scream,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
71,985433-big-priest,holy smite,holy smite,potion of madness,potion of madness,power word shield,power word shield,psionic probe,psionic probe,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,shadow word death,eternal servitude,eternal servitude,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,obsidian statue,obsidian statue,barnes,the lich king,yshaarj rage unbound
72,985039-big-priest,pint size potion,pint size potion,potion of madness,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,psychic scream,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
73,985033-big-priest-knc,silence,holy smite,pint size potion,pint size potion,potion of madness,potion of madness,power word shield,power word shield,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,mass dispel,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,shadowreaper anduin,barnes,charged devilsaur,the lich king,ysera
74,984813-big-priest,holy smite,holy smite,pint size potion,pint size potion,shadow visions,shadow visions,shadow word pain,shadow word pain,dragon soul,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
75,984322-big-priest,pint size potion,pint size potion,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,psychic scream,free from amber,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the darkness,the lich king,ysera,yshaarj rage unbound
76,984029-theory-big-spell-priest,northshire cleric,northshire cleric,curious glimmerroot,curious glimmerroot,kabal talonpriest,kabal talonpriest,tortollan shellraiser,tortollan shellraiser,free from amber,free from amber,mind control,mind control,bloodsail corsair,fire fly,fire fly,patches the pirate,prince keleseth,southsea captain,southsea captain,tar creeper,tar creeper,void ripper,saronite chain gang,saronite chain gang,cobalt scalebane,cobalt scalebane,spiteful summoner,spiteful summoner,grand archivist,grand archivist
77,984007-tier-1-big-priest,circle of healing,circle of healing,silence,pint size potion,pint size potion,embrace the shadow,embrace the shadow,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
78,983840-big-priest,pint size potion,pint size potion,potion of madness,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,psychic scream,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,yshaarj rage unbound
79,983776-big-kobolds-priest,pint size potion,pint size potion,potion of madness,potion of madness,psionic probe,psionic probe,shadow visions,shadow visions,shadow word pain,shadow word pain,dragon soul,shadow word death,shadow word death,eternal servitude,eternal servitude,shadow word horror,shadow word horror,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,psychic scream,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
80,983620-big-priest,silence,silence,pint size potion,pint size potion,potion of madness,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
81,983527-big-priest,shadow word pain,spirit lash,spirit lash,shadow word death,shadow word death,twilights call,twilights call,eternal servitude,eternal servitude,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,shadowreaper anduin,obsidian statue,obsidian statue,barnes,silver vanguard,silver vanguard,primordial drake,primordial drake,the lich king,violet wurm,violet wurm,dragonhatcher,dragonhatcher,sleepy dragon,ysera,deathwing
82,983460-big-priest,silence,silence,pint size potion,pint size potion,potion of madness,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,shadowreaper anduin,obsidian statue,obsidian statue,barnes,gruul,the lich king,blood of the ancient one,ysera,yshaarj rage unbound
83,983231-kac-nezos-big-priest,silence,pint size potion,pint size potion,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,psychic scream,shadowreaper anduin,obsidian statue,obsidian statue,barnes,the lich king,ysera,yshaarj rage unbound
84,983215-big-spell-priest,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,curious glimmerroot,shadow word death,priest of the feast,holy nova,dragonfire potion,dragonfire potion,psychic scream,free from amber,free from amber,shadowreaper anduin,mind control,mind control,doomsayer,doomsayer,stonehill defender,harrison jones,hemet jungle hunter,spiteful summoner,spiteful summoner,medivh the guardian
85,983153-big-priest,potion of madness,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,twilights call,twilights call,eternal servitude,eternal servitude,greater healing potion,holy nova,holy nova,dragonfire potion,dragonfire potion,shadow essence,shadow essence,lesser diamond spellstone,lesser diamond spellstone,free from amber,shadowreaper anduin,obsidian statue,obsidian statue,barnes,silver vanguard,grand archivist,the lich king,ysera,yshaarj rage unbound
